Simulation:,No Air Resistance
Trajectory,X,Y
Angle 53,5476.51671068363,6445.85314143035
Angle 53,5518.64376230427,6489.01762713366
Angle 53,5560.77081392492,6532.08411283697
Angle 53,5602.89786554556,6575.05259854028
Angle 53,5645.0249171662,6617.92308424359
Angle 53,5687.15196878684,6660.6955699469
Angle 53,5729.27902040749,6703.37005565021
Angle 53,5771.40607202813,6745.94654135352
Angle 53,5813.53312364877,6788.42502705683
Angle 53,5855.66017526942,6830.80551276014
Angle 53,5897.78722689006,6873.08799846345
Angle 53,5939.9142785107,6915.27248416676
Angle 53,5982.04133013135,6957.35896987007
Angle 53,6024.16838175199,6999.34745557338
Angle 53,6066.29543337263,7041.2379412767
Angle 53,6108.42248499328,7083.03042698001
Angle 53,6150.54953661392,7124.72491268332
Angle 53,6192.67658823456,7166.32139838663
Angle 53,6234.80363985521,7207.81988408994
Angle 53,6276.93069147585,7249.22036979325
Angle 53,6319.05774309649,7290.52285549656
Angle 53,6361.18479471714,7331.72734119987
Angle 53,6403.31184633778,7372.83382690318
Angle 53,6445.43889795842,7413.84231260649
Angle 53,6487.56594957907,7454.7527983098
Angle 53,6529.69300119971,7495.56528401311
Angle 53,6571.82005282035,7536.27976971642
Angle 53,6613.947104441,7576.89625541973
Angle 53,6656.07415606164,7617.41474112304
Angle 53,6698.20120768228,7657.83522682635
Angle 53,6740.32825930293,7698.15771252966
Angle 53,6782.45531092357,7738.38219823297
Angle 53,6824.58236254421,7778.50868393628
Angle 53,6866.70941416485,7818.53716963959
Angle 53,6908.8364657855,7858.4676553429
Angle 53,6950.96351740614,7898.30014104621
Angle 53,6993.09056902678,7938.03462674952
Angle 53,7035.21762064743,7977.67111245283
Angle 53,7077.34467226807,8017.20959815614
Angle 53,7119.47172388871,8056.65008385945
Angle 53,7161.59877550936,8095.99256956276
Angle 53,7203.72582713,8135.23705526607
Angle 53,7245.85287875064,8174.38354096938
Angle 53,7287.97993037129,8213.43202667269
Angle 53,7330.10698199193,8252.382512376
Angle 53,7372.23403361257,8291.23499807931
Angle 53,7414.36108523322,8329.98948378262
Angle 53,7456.48813685386,8368.64596948593
Angle 53,7498.6151884745,8407.20445518924
Angle 53,7540.74224009515,8445.66494089255
Angle 53,7582.86929171579,8484.02742659586
Angle 53,7624.99634333643,8522.29191229917
Angle 53,7667.12339495708,8560.45839800248
Angle 53,7709.25044657772,8598.52688370579
Angle 53,7751.37749819836,8636.4973694091
Angle 53,7793.50454981901,8674.36985511241
Angle 53,7835.63160143965,8712.14434081572
Angle 53,7877.75865306029,8749.82082651904
Angle 53,7919.88570468094,8787.39931222235
Angle 53,7962.01275630158,8824.87979792566
Angle 53,8004.13980792222,8862.26228362897
Angle 53,8046.26685954287,8899.54676933228
Angle 53,8088.39391116351,8936.73325503559
Angle 53,8130.52096278415,8973.8217407389
Angle 53,8172.64801440479,9010.81222644221
Angle 53,8214.77506602544,9047.70471214552
Angle 53,8256.90211764608,9084.49919784883
Angle 53,8299.02916926673,9121.19568355214
Angle 53,8341.15622088737,9157.79416925545
Angle 53,8383.28327250802,9194.29465495876
Angle 53,8425.41032412866,9230.69714066207
Angle 53,8467.5373757493,9267.00162636539
Angle 53,8509.66442736995,9303.2081120687
Angle 53,8551.79147899059,9339.31659777201
Angle 53,8593.91853061124,9375.32708347531
Angle 53,8636.04558223188,9411.23956917862
Angle 53,8678.17263385252,9447.05405488193
Angle 53,8720.29968547317,9482.77054058524
Angle 53,8762.42673709381,9518.38902628855
Angle 53,8804.55378871446,9553.90951199186
Angle 53,8846.6808403351,9589.33199769517
Angle 53,8888.80789195574,9624.65648339848
Angle 53,8930.93494357639,9659.88296910179
Angle 53,8973.06199519703,9695.0114548051
Angle 53,9015.18904681768,9730.04194050841
Angle 53,9057.31609843832,9764.97442621172
Angle 53,9099.44315005897,9799.80891191503
Angle 53,9141.57020167961,9834.54539761834
Angle 53,9183.69725330025,9869.18388332165
Angle 53,9225.8243049209,9903.72436902496
Angle 53,9267.95135654154,9938.16685472827
Angle 53,9310.07840816219,9972.51134043158
Angle 53,9352.20545978283,10006.7578261349
Angle 53,9394.33251140347,10040.9063118382
Angle 53,9436.45956302412,10074.9567975415
Angle 53,9478.58661464476,10108.9092832448
Angle 53,9520.71366626541,10142.7637689481
Angle 53,9562.84071788605,10176.5202546514
Angle 53,9604.96776950669,10210.1787403548
Angle 53,9647.09482112734,10243.7392260581
Angle 53,9689.22187274798,10277.2017117614
Angle 53,9731.34892436863,10310.5661974647
Angle 53,9773.47597598927,10343.832683168
Angle 53,9815.60302760992,10377.0011688713
Angle 53,9857.73007923056,10410.0716545746
Angle 53,9899.8571308512,10443.0441402779
Angle 53,9941.98418247185,10475.9186259812
Angle 53,9984.11123409249,10508.6951116845
Angle 53,10026.2382857131,10541.3735973879
Angle 53,10068.3653373338,10573.9540830912
Angle 53,10110.4923889544,10606.4365687945
Angle 53,10152.6194405751,10638.8210544978
Angle 53,10194.7464921957,10671.1075402011
Angle 53,10236.8735438164,10703.2960259044
Angle 53,10279.000595437,10735.3865116077
Angle 53,10321.1276470576,10767.378997311
Angle 53,10363.2546986783,10799.2734830143
Angle 53,10405.3817502989,10831.0699687176
Angle 53,10447.5088019196,10862.768454421
Angle 53,10489.6358535402,10894.3689401243
Angle 53,10531.7629051609,10925.8714258276
Angle 53,10573.8899567815,10957.2759115309
Angle 53,10616.0170084022,10988.5823972342
Angle 53,10658.1440600228,11019.7908829375
Angle 53,10700.2711116434,11050.9013686408
Angle 53,10742.3981632641,11081.9138543441
Angle 53,10784.5252148847,11112.8283400474
Angle 53,10826.6522665054,11143.6448257507
Angle 53,10868.779318126,11174.3633114541
Angle 53,10910.9063697467,11204.9837971574
Angle 53,10953.0334213673,11235.5062828607
Angle 53,10995.160472988,11265.930768564
Angle 53,11037.2875246086,11296.2572542673
Angle 53,11079.4145762292,11326.4857399706
Angle 53,11121.5416278499,11356.6162256739
Angle 53,11163.6686794705,11386.6487113772
Angle 53,11205.7957310912,11416.5831970805
Angle 53,11247.9227827118,11446.4196827838
Angle 53,11290.0498343325,11476.1581684872
Angle 53,11332.1768859531,11505.7986541905
Angle 53,11374.3039375737,11535.3411398938
Angle 53,11416.4309891944,11564.7856255971
Angle 53,11458.558040815,11594.1321113004
Angle 53,11500.6850924357,11623.3805970037
Angle 53,11542.8121440563,11652.531082707
Angle 53,11584.939195677,11681.5835684103
Angle 53,11627.0662472976,11710.5380541136
Angle 53,11669.1932989183,11739.3945398169
Angle 53,11711.3203505389,11768.1530255203
Angle 53,11753.4474021595,11796.8135112236
Angle 53,11795.5744537802,11825.3759969269
Angle 53,11837.7015054008,11853.8404826302
Angle 53,11879.8285570215,11882.2069683335
Angle 53,11921.9556086421,11910.4754540368
Angle 53,11964.0826602628,11938.6459397401
Angle 53,12006.2097118834,11966.7184254434
Angle 53,12048.3367635041,11994.6929111467
Angle 53,12090.4638151247,12022.56939685
Angle 53,12132.5908667453,12050.3478825534
Angle 53,12174.717918366,12078.0283682567
Angle 53,12216.8449699866,12105.61085396
Angle 53,12258.9720216073,12133.0953396633
Angle 53,12301.0990732279,12160.4818253666
Angle 53,12343.2261248486,12187.7703110699
Angle 53,12385.3531764692,12214.9607967732
Angle 53,12427.4802280899,12242.0532824765
Angle 53,12469.6072797105,12269.0477681798
Angle 53,12511.7343313311,12295.9442538831
Angle 53,12553.8613829518,12322.7427395865
Angle 53,12595.9884345724,12349.4432252898
Angle 53,12638.1154861931,12376.0457109931
Angle 53,12680.2425378137,12402.5501966964
Angle 53,12722.3695894344,12428.9566823997
Angle 53,12764.496641055,12455.265168103
Angle 53,12806.6236926756,12481.4756538063
Angle 53,12848.7507442963,12507.5881395096
Angle 53,12890.8777959169,12533.6026252129
Angle 53,12933.0048475376,12559.5191109162
Angle 53,12975.1318991582,12585.3375966196
Angle 53,13017.2589507789,12611.0580823229
Angle 53,13059.3860023995,12636.6805680262
Angle 53,13101.5130540202,12662.2050537295
Angle 53,13143.6401056408,12687.6315394328
Angle 53,13185.7671572614,12712.9600251361
Angle 53,13227.8942088821,12738.1905108394
Angle 53,13270.0212605027,12763.3229965427
Angle 53,13312.1483121234,12788.357482246
Angle 53,13354.275363744,12813.2939679493
Angle 53,13396.4024153647,12838.1324536527
Angle 53,13438.5294669853,12862.872939356
Angle 53,13480.656518606,12887.5154250593
Angle 53,13522.7835702266,12912.0599107626
Angle 53,13564.9106218472,12936.5063964659
Angle 53,13607.0376734679,12960.8548821692
Angle 53,13649.1647250885,12985.1053678725
Angle 53,13691.2917767092,13009.2578535758
Angle 53,13733.4188283298,13033.3123392791
Angle 53,13775.5458799505,13057.2688249824
Angle 53,13817.6729315711,13081.1273106858
Angle 53,13859.7999831918,13104.8877963891
Angle 53,13901.9270348124,13128.5502820924
Angle 53,13944.054086433,13152.1147677957
Angle 53,13986.1811380537,13175.581253499
Angle 53,14028.3081896743,13198.9497392023
Angle 53,14070.435241295,13222.2202249056
Angle 53,14112.5622929156,13245.3927106089
Angle 53,14154.6893445363,13268.4671963122
Angle 53,14196.8163961569,13291.4436820155
Angle 53,14238.9434477775,13314.3221677189
Angle 53,14281.0704993982,13337.1026534222
Angle 53,14323.1975510188,13359.7851391255
Angle 53,14365.3246026395,13382.3696248288
Angle 53,14407.4516542601,13404.8561105321
Angle 53,14449.5787058808,13427.2445962354
Angle 53,14491.7057575014,13449.5350819387
Angle 53,14533.8328091221,13471.727567642
Angle 53,14575.9598607427,13493.8220533453
Angle 53,14618.0869123633,13515.8185390486
Angle 53,14660.213963984,13537.717024752
Angle 53,14702.3410156046,13559.5175104553
Angle 53,14744.4680672253,13581.2199961586
Angle 53,14786.5951188459,13602.8244818619
Angle 53,14828.7221704666,13624.3309675652
Angle 53,14870.8492220872,13645.7394532685
Angle 53,14912.9762737079,13667.0499389718
Angle 53,14955.1033253285,13688.2624246751
Angle 53,14997.2303769491,13709.3769103784
Angle 53,15039.3574285698,13730.3933960817
Angle 53,15081.4844801904,13751.3118817851
Angle 53,15123.6115318111,13772.1323674884
Angle 53,15165.7385834317,13792.8548531917
Angle 53,15207.8656350524,13813.479338895
Angle 53,15249.992686673,13834.0058245983
Angle 53,15292.1197382937,13854.4343103016
Angle 53,15334.2467899143,13874.7647960049
Angle 53,15376.3738415349,13894.9972817082
Angle 53,15418.5008931556,13915.1317674115
Angle 53,15460.6279447762,13935.1682531148
Angle 53,15502.7549963969,13955.1067388182
Angle 53,15544.8820480175,13974.9472245215
Angle 53,15587.0090996382,13994.6897102248
Angle 53,15629.1361512588,14014.3341959281
Angle 53,15671.2632028794,14033.8806816314
Angle 53,15713.3902545001,14053.3291673347
Angle 53,15755.5173061207,14072.679653038
Angle 53,15797.6443577414,14091.9321387413
Angle 53,15839.771409362,14111.0866244446
Angle 53,15881.8984609827,14130.1431101479
Angle 53,15924.0255126033,14149.1015958513
Angle 53,15966.152564224,14167.9620815546
Angle 53,16008.2796158446,14186.7245672579
Angle 53,16050.4066674652,14205.3890529612
Angle 53,16092.5337190859,14223.9555386645
Angle 53,16134.6607707065,14242.4240243678
Angle 53,16176.7878223272,14260.7945100711
Angle 53,16218.9148739478,14279.0669957744
Angle 53,16261.0419255685,14297.2414814777
Angle 53,16303.1689771891,14315.317967181
Angle 53,16345.2960288098,14333.2964528844
Angle 53,16387.4230804304,14351.1769385877
Angle 53,16429.550132051,14368.959424291
Angle 53,16471.6771836717,14386.6439099943
Angle 53,16513.8042352923,14404.2303956976
Angle 53,16555.931286913,14421.7188814009
Angle 53,16598.0583385336,14439.1093671042
Angle 53,16640.1853901543,14456.4018528075
Angle 53,16682.3124417749,14473.5963385108
Angle 53,16724.4394933955,14490.6928242141
Angle 53,16766.5665450162,14507.6913099175
Angle 53,16808.6935966368,14524.5917956208
Angle 53,16850.8206482575,14541.3942813241
Angle 53,16892.9476998781,14558.0987670274
Angle 53,16935.0747514987,14574.7052527307
Angle 53,16977.2018031194,14591.213738434
Angle 53,17019.32885474,14607.6242241373
Angle 53,17061.4559063607,14623.9367098406
Angle 53,17103.5829579813,14640.1511955439
Angle 53,17145.710009602,14656.2676812473
Angle 53,17187.8370612226,14672.2861669506
Angle 53,17229.9641128432,14688.2066526539
Angle 53,17272.0911644639,14704.0291383572
Angle 53,17314.2182160845,14719.7536240605
Angle 53,17356.3452677052,14735.3801097638
Angle 53,17398.4723193258,14750.9085954671
Angle 53,17440.5993709465,14766.3390811704
Angle 53,17482.7264225671,14781.6715668737
Angle 53,17524.8534741877,14796.906052577
Angle 53,17566.9805258084,14812.0425382803
Angle 53,17609.107577429,14827.0810239837
Angle 53,17651.2346290497,14842.021509687
Angle 53,17693.3616806703,14856.8639953903
Angle 53,17735.488732291,14871.6084810936
Angle 53,17777.6157839116,14886.2549667969
Angle 53,17819.7428355322,14900.8034525002
Angle 53,17861.8698871529,14915.2539382035
Angle 53,17903.9969387735,14929.6064239068
Angle 53,17946.1239903942,14943.8609096101
Angle 53,17988.2510420148,14958.0173953134
Angle 53,18030.3780936354,14972.0758810168
Angle 53,18072.5051452561,14986.0363667201
Angle 53,18114.6321968767,14999.8988524234
Angle 53,18156.7592484974,15013.6633381267
Angle 53,18198.886300118,15027.32982383
Angle 53,18241.0133517387,15040.8983095333
Angle 53,18283.1404033593,15054.3687952366
Angle 53,18325.2674549799,15067.7412809399
Angle 53,18367.3945066006,15081.0157666432
Angle 53,18409.5215582212,15094.1922523465
Angle 53,18451.6486098419,15107.2707380499
Angle 53,18493.7756614625,15120.2512237532
Angle 53,18535.9027130832,15133.1337094565
Angle 53,18578.0297647038,15145.9181951598
Angle 53,18620.1568163244,15158.6046808631
Angle 53,18662.2838679451,15171.1931665664
Angle 53,18704.4109195657,15183.6836522697
Angle 53,18746.5379711864,15196.076137973
Angle 53,18788.665022807,15208.3706236763
Angle 53,18830.7920744277,15220.5671093797
Angle 53,18872.9191260483,15232.665595083
Angle 53,18915.0461776689,15244.6660807863
Angle 53,18957.1732292896,15256.5685664896
Angle 53,18999.3002809102,15268.3730521929
Angle 53,19041.4273325309,15280.0795378962
Angle 53,19083.5543841515,15291.6880235995
Angle 53,19125.6814357721,15303.1985093028
Angle 53,19167.8084873928,15314.6109950061
Angle 53,19209.9355390134,15325.9254807094
Angle 53,19252.0625906341,15337.1419664127
Angle 53,19294.1896422547,15348.2604521161
Angle 53,19336.3166938754,15359.2809378194
Angle 53,19378.443745496,15370.2034235227
Angle 53,19420.5707971166,15381.027909226
Angle 53,19462.6978487373,15391.7543949293
Angle 53,19504.8249003579,15402.3828806326
Angle 53,19546.9519519786,15412.9133663359
Angle 53,19589.0790035992,15423.3458520392
Angle 53,19631.2060552199,15433.6803377425
Angle 53,19673.3331068405,15443.9168234458
Angle 53,19715.4601584611,15454.0553091492
Angle 53,19757.5872100818,15464.0957948525
Angle 53,19799.7142617024,15474.0382805558
Angle 53,19841.8413133231,15483.8827662591
Angle 53,19883.9683649437,15493.6292519624
Angle 53,19926.0954165644,15503.2777376657
Angle 53,19968.222468185,15512.828223369
Angle 53,20010.3495198056,15522.2807090723
Angle 53,20052.4765714263,15531.6351947756
Angle 53,20094.6036230469,15540.8916804789
Angle 53,20136.7306746676,15550.0501661823
Angle 53,20178.8577262882,15559.1106518856
Angle 53,20220.9847779088,15568.0731375889
Angle 53,20263.1118295295,15576.9376232922
Angle 53,20305.2388811501,15585.7041089955
Angle 53,20347.3659327708,15594.3725946988
Angle 53,20389.4929843914,15602.9430804021
Angle 53,20431.6200360121,15611.4155661054
Angle 53,20473.7470876327,15619.7900518087
Angle 53,20515.8741392533,15628.0665375121
Angle 53,20558.001190874,15636.2450232154
Angle 53,20600.1282424946,15644.3255089187
Angle 53,20642.2552941153,15652.307994622
Angle 53,20684.3823457359,15660.1924803253
Angle 53,20726.5093973566,15667.9789660286
Angle 53,20768.6364489772,15675.6674517319
Angle 53,20810.7635005978,15683.2579374352
Angle 53,20852.8905522185,15690.7504231385
Angle 53,20895.0176038391,15698.1449088418
Angle 53,20937.1446554598,15705.4413945452
Angle 53,20979.2717070804,15712.6398802485
Angle 53,21021.3987587011,15719.7403659518
Angle 53,21063.5258103217,15726.7428516551
Angle 53,21105.6528619423,15733.6473373584
Angle 53,21147.779913563,15740.4538230617
Angle 53,21189.9069651836,15747.162308765
Angle 53,21232.0340168043,15753.7727944683
Angle 53,21274.1610684249,15760.2852801716
Angle 53,21316.2881200455,15766.6997658749
Angle 53,21358.4151716662,15773.0162515782
Angle 53,21400.5422232868,15779.2347372816
Angle 53,21442.6692749075,15785.3552229849
Angle 53,21484.7963265281,15791.3777086882
Angle 53,21526.9233781488,15797.3021943915
Angle 53,21569.0504297694,15803.1286800948
Angle 53,21611.17748139,15808.8571657981
Angle 53,21653.3045330107,15814.4876515014
Angle 53,21695.4315846313,15820.0201372047
Angle 53,21737.558636252,15825.454622908
Angle 53,21779.6856878726,15830.7911086113
Angle 53,21821.8127394933,15836.0295943147
Angle 53,21863.9397911139,15841.170080018
Angle 53,21906.0668427345,15846.2125657213
Angle 53,21948.1938943552,15851.1570514246
Angle 53,21990.3209459758,15856.0035371279
Angle 53,22032.4479975965,15860.7520228312
Angle 53,22074.5750492171,15865.4025085345
Angle 53,22116.7021008378,15869.9549942378
Angle 53,22158.8291524584,15874.4094799411
Angle 53,22200.956204079,15878.7659656445
Angle 53,22243.0832556997,15883.0244513478
Angle 53,22285.2103073203,15887.1849370511
Angle 53,22327.337358941,15891.2474227544
Angle 53,22369.4644105616,15895.2119084577
Angle 53,22411.5914621822,15899.078394161
Angle 53,22453.7185138029,15902.8468798643
Angle 53,22495.8455654235,15906.5173655676
Angle 53,22537.9726170442,15910.0898512709
Angle 53,22580.0996686648,15913.5643369742
Angle 53,22622.2267202855,15916.9408226776
Angle 53,22664.3537719061,15920.2193083809
Angle 53,22706.4808235267,15923.3997940842
Angle 53,22748.6078751474,15926.4822797875
